"STATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WSF1","WSF2","WSF5"
"USW00026435","1992-08",,,,"7","3","0","0",,,"0","8","0",,"0","0.0","0.44","75",,,"1.09","0.0",,"65.5",,,,,,,,
"USW00026435","1992-09",,,"0","9","4","17","5","2","22","12","0","0","-5","7","4.0","0.86","62",,"995","2.08","12.0","30.7","38.8","22.6",,,,,,,
"USW00026435","1992-10",,,"0","7","2","31","10","7","26","23","0","0","-31","11","4.0","0.28","34",,"1313","0.74","14.9","14.5","21.1","7.9",,,,,,,
"USW00026435","1992-11",,,"0","6","5","28","7","12","27","27","0","0","-32","29","9.0","0.65","35",,"1543","1.27","20.0","8.3","16.1","0.6",,,,,,,
"USW00026435","1992-12",,,"0","8","6","31","7","24","31","29","0","0","-50","48","6.0","0.33","44",,"2264","1.46","25.9","-8.0","1.0","-17.1",,,,,,,
"USW00026435","1993-01",,"0","0","11","9","31","11","17","31","27","0","0","-56","61","6.0","0.41","38",,"2145","1.97","28.0","-4.2","2.7","-11.1",,,,,,,
"USW00026435","1993-02",,"0","0","2","1","28","2","13","26","25","0","0","-55","48","1.0","0.11","33",,"1673","0.18","2.0","0.6","10.1","-8.8",,,,,,,
"USW00026435","1993-03",,,,"2","0",,"2",,,,,,,,"1.0","0.04",,,,"0.07","2.0",,,,,,,,,,
"USW00026435","1993-04",,,,"0","0","27","0",,,,,,,"38","0.0","0.00",,,,"0.00","0.0",,,,,,,,,,
"USW00026435","1993-05",,,"0","3","2","4","0","0","4","0","9","0","26","4","0.0","0.25","81",,"416","0.48","0.0","51.6","63.6","39.6",,,,,,,
"USW00026435","1993-06",,,"0","4","3","0","0","0","0","0","19","0","36","0","0.0","0.50","82",,"148","0.92","0.0","59.3","72.8","45.9",,,,,,,
"USW00026435","1993-07",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1993-08",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1993-09",,,"0","13","6","1","0","0","12","0","0","0","14","5","0.0","0.80","67",,"657","2.89","0.0","43.1","51.3","34.9",,,,,,,
"USW00026435","1993-10",,,,"4","2","12","3",,,,,,,"6","4.0","0.25",,,,"0.57","6.0",,,,,,,,,,
"USW00026435","1993-11",,,"0","5","3","0","0","11","30","25","0","0","-37","0","0.0","0.25","42",,"1698","2.22","0.0","8.4","16.0","0.8",,,,,,,
"USW00026435","1993-12",,,,"2","1","30","2",,,,,,,"21","5.0","0.35",,,,"0.39","6.0",,,,,,,,,,
"USW00026435","1994-01",,"0","0","2","2","31","2","22","30","28","0","0","-40","28","4.0","0.16","39",,"1983","0.32","7.0","-1.1","6.5","-8.6",,,,,,,
"USW00026435","1994-02",,"0","0","3","2","28","3","20","27","25","0","0","-44","34","3.0","0.16","36",,"1860","0.31","6.0","-3.9","6.5","-14.4",,,,,,,
"USW00026435","1994-03",,"0","0","1","0","31","1","16","28","22","0","0","-36","34","3.0","0.07","50",,"1593","0.07","3.0","8.1","19.3","-3.2",,,,,,,
"USW00026435","1994-04",,,,"1","0","25","0",,,,,,,"12","0.0","0.06",,,,"0.06","0.0",,,,,,,,,,
"USW00026435","1994-06",,,"3","9","9","0","0","0","0","0","10","0","36","0","0.0","0.48","85",,"270","2.36","0.0","56.1","67.2","45.0",,,,,,,
"USW00026435","1994-07",,,"10","4","4","0","0","0","0","0","21","0","42","0","0.0","0.44","85","86","86","1.09","0.0","61.8","73.8","49.7",,,,,,,
"USW00026435","1994-08",,,"27","7","6","0","0","0","4","0","16","0","28","0","0.0","0.88","86","320","233","2.00","0.0","58.2","69.4","46.8",,,,,,,
"USW00026435","1994-09",,,"0","3","3","0","0","0","18","0","0","0","18","0","0.0","0.21","64","1033","713","0.42","0.0","41.2","51.8","30.6",,,,,,,
"USW00026435","1994-10",,,"0","5","4","24","5","4","27","22","0","0","-12","13","5.0","0.35","51","2324","1291","0.90","13.0","20.4","27.2","13.6",,,,,,,
"USW00026435","1994-11",,,"0","8","7","28","7","18","30","28","0","0","-52","39","8.0","0.54","35","4215","1892","1.96","22.0","-0.3","7.4","-8.0",,,,,,,
"USW00026435","1994-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00026435","1995-01",,"0","0","1","0","31","0","25","30","30","0","0","-53","54","0.0","0.09","27",,"2102","0.09","0.0","-7.9","1.2","-16.9",,,,,,,
"USW00026435","1995-02",,"0","0","2","1","28","2","17","27","23","0","0","-39","44","2.0","0.15","42",,"1646","0.24","4.0","1.4","12.3","-9.5",,,,,,,
"USW00026435","1995-03",,"0","0","0","0","29","0","19","30","25","0","0","-49","44","0.1","0.00","43",,"1861","0.00","0.1","3.2","16.2","-9.7",,,,,,,
"USW00026435","1995-04",,"0","0","1","1","27","0","0","20","2","0","0","3","42","0.0","0.12","67",,"729","0.12","0.0","38.0","49.4","26.6",,,,,,,
"USW00026435","1995-05",,"2","2","1","1","0","0","0","7","0","10","0","27","0","0.0","0.47","84",,"410","0.47","0.0","51.8","65.3","38.3",,,,,,,
"USW00026435","1995-06",,,,"2","2","0","0",,,"0","15","0",,"0","0.0","0.95","82",,,"1.29","0.0",,"70.3",,,,,,,,
"USW00026435","1995-07",,,"4","5","4","0","0","0","0","0","22","0","34","0","0.0","0.86","80","139","139","1.82","0.0","60.7","72.5","48.8",,,,,,,
"USW00026435","1995-08",,,"0","6","5","0","0","0","0","0","4","0","37","0","0.0","0.78","74","448","309","2.41","0.0","54.4","64.3","44.5",,,,,,,
"USW00026435","1995-09",,,"0","4","2","0","0","0","4","0","4","0","27","0","0.0","0.18","73","888","440","0.48","0.0","50.4","59.3","41.4",,,,,,,
"USW00026435","1995-10",,,,"2","2","9","2",,,,,,,"4","2.0","0.17",,,,"0.34","4.0",,,,,,,,,,
"USW00026435","1995-11",,,"0","2","1","29","0","23","30","29","0","0","-30","1","0.0","0.20","36",,"2040","0.22","0.0","-3.0","5.5","-11.5",,,,,,,
"USW00026435","1995-12",,,"0","1","1","29","1","29","29","29","0","0","-49","9","2.0","0.15","32",,"2162","0.15","2.0","-9.5","-1.1","-18.0",,,,,,,
"USW00026435","1996-01",,,,"3","2",,"0",,,,,,,,"0.2","0.28",,,,"0.56","0.3",,,,,,,,,,
"USW00026435","1996-02",,,"0","6","5","27","6","19","27","24","0","0","-47","41","10.0","0.87","40",,"1818","1.41","17.0","-2.3","7.2","-11.9",,,,,,,
"USW00026435","1996-03",,,"0","2","1","29","0","12","30","17","0","0","-28","41","0.1","0.15","42",,"1471","0.23","0.1","16.0","28.5","3.5",,,,,,,
"USW00026435","1996-04",,,,"1","0","27","0",,,,,,,"18","0.1","0.05",,,,"0.05","0.1",,,,,,,,,,
"USW00026435","1996-05",,,"0","3","0","1","0","0","12","0","4","0","19","1","0.0","0.09","73",,"548","0.19","0.0","47.3","60.6","34.0",,,,,,,
"USW00026435","1996-06",,,,"2","2","0","0",,,,,,,"0","0.0","0.21",,,,"0.36","0.0",,,,,,,,,,
"USW00026435","1996-07",,,"6","6","5","0","0","0","0","0","21","0","38","0","0.0","0.48","80","153","153","1.10","0.0","60.1","71.8","48.5",,,,,,,
"USW00026435","1996-08",,,"0","8","8","0","0","0","4","0","0","0","24","0","0.0","1.05","69","607","454","2.65","0.0","50.3","59.8","40.9",,,,,,,
"USW00026435","1996-09",,,"0","7","5","0","0","0","20","0","0","0","17","0","0.0","0.22","66","1348","742","0.80","0.0","39.4","48.0","30.8",,,,,,,
"USW00026435","1996-10",,,"0","7","7","21","6","15","31","28","0","0","-33","13","3.0","0.62","35","3067","1718","1.82","14.0","9.6","19.1","0.1",,,,,,,
"USW00026435","1996-11",,,"0","4","3",,"4","20","30","30","0","0","-31",,"3.0","0.28","22","4982","1915","0.74","9.0","1.2","10.1","-7.8",,,,,,,
"USW00026435","1996-12",,,,,,"27","2",,,,,,,"29","4.0",,,,,"0.33","7.0",,,,,,,,,,
"USW00026435","1997-01",,"0","0","0","0","31","2","25","29","30","0","0","-55","31","1.0","0.00","31",,"2316","0.00","2.0","-14.3","-3.9","-24.7",,,,,,,
"USW00026435","1997-02",,"0","0","2","2","28","0","12","27","19","0","0","-16","35","0.0","0.20","40",,"1397","0.40","0.0","13.2","23.0","3.4",,,,,,,
"USW00026435","1997-03",,,,"0","0","31","0",,,,,,,"35","0.0","0.00",,,,"0.00","0.0",,,,,,,,,,
"USW00026435","1997-04",,,"0","0","0","25","0","2","26","6","0","0","-2","35","0.0","0.00","63",,"927","0.00","0.0","32.3","45.3","19.3",,,,,,,
"USW00026435","1997-05",,,"0","2","1","0","0","0","12","0","3","0","23","0","0.0","0.11","75",,"546","0.18","0.0","46.8","59.7","33.9",,,,,,,
"USW00026435","1997-07",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1997-08",,,"5","2","2","0","0","0","2","0","11","0","29","0","0.0","0.57","80",,"252","0.80","0.0","56.5","66.0","47.0",,,,,,,
"USW00026435","1998-01",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,,,,,,,,
"USW00026435","1998-02",,,"0","2","0","25","1","18","24","18","0","0","-25","5","1.0","0.02","37",,"1383","0.04","1.8","4.8","16.0","-6.3",,,,,,,
"USW00026435","1998-03",,,,"0","0","17","0",,,,,,,"2","0.0","0.00",,,,"0.00","0.0",,,,,,,,,,
"USW00026435","1998-04",,,,"3","2",,,,,,,,,,,"0.15",,,,"0.30",,,,,,,,,,,
"USW00026435","1998-05","6.9",,"0","0","0","0","0","0","13","1","2","0","19","0","0.0","0.00","74",,"552","0.00","0.0","46.6","58.2","35.1",,,"160","160",,"29.1","37"
"USW00026435","1998-06","4.9",,"9","0","0","0","0","0","0","0","12","0","34","0","0.0","0.00","85",,"263","0.00","0.0","56.6","69.1","44.0",,,"190","190",,"25.9","34"
"USW00026435","1998-07","4.7",,"14","17","6",,,"0","0","0","16","0","44",,,"1.13","84","154","154","4.31",,"60.5","70.5","50.4",,,"90","190",,"17.9","24"
"USW00026435","1998-08","5.1",,"0","21","14",,,"0","1","0","3","0","32",,,"1.05","79","535","380","5.16",,"52.3","60.1","44.6",,,"190","210",,"19.9","29"
"USW00026435","1998-09","5.1",,"0","15","7",,,"0","8","0","0","0","22",,,"0.24","65","1112","577","1.48",,"45.1","53.9","36.2",,,"190","220",,"23.0","32"
"USW00026435","1998-10","5.4",,"0","4","0",,,"0","31","11","0","0","5",,,"0.06","43","2322","1210","0.09",,"26.0","34.3","17.6",,,"80","70",,"25.1","34"
"USW00026435","1998-11","5.8",,"0","3","1","29","3","17","29","27","0","0","-18","5","2.0","0.20","34","3860","1538","0.38","4.0","10.0","19.5","0.5",,,"80","70",,"23.9","31"
"USW00026435","1998-12","5.4",,"0","2","2","31","2","28","31","31","0","0","-44","12","5.0","0.45","28","6058","2198","0.65","7.0","-5.9","4.1","-15.9",,,"70","70",,"23.9","36"
"USW00026435","1999-01","4.7","0","0","2","1",,"2","28","30","29","0","0","-50",,"4.0","0.24","26","8308","2250","0.26","6.0","-15.3","-3.6","-27.0",,,"70","80",,"25.9","36"
"USW00026435","1999-02","3.8","0","0","0","0",,,"24","27","27","0","0","-58",,,"0.00","35","10468","2159","0.00",,"-15.3","-3.9","-26.6",,,"80","70",,"25.1","31"
"USW00026435","1999-03","5.1","0","0","0","0",,,"19","31","23","0","0","-38",,,"0.00","49","12265","1798","0.00",,"7.0","19.8","-5.8",,,"100","100",,"23.0","30"
"USW00026435","1999-04","6.5","0","0","3","0",,,"2","28","4","0","0","-6",,,"0.06","64","13272","1007","0.10",,"30.3","41.9","18.6",,,"240","250",,"23.0","34"
"USW00026435","1999-05","6.3","0","0","4","2",,,"0","15","0","1","0","25",,,"0.16","70","13862","590","0.34",,"46.0","57.8","34.2",,,"190","90",,"23.9","32"
"USW00026435","1999-06","4.9","6","6","5","0",,,"0","0","0","18","0","34",,,"0.08","89","14047","185","0.26",,"59.0","71.4","46.6",,,"220","200",,"17.0","26"
"USW00026435","1999-07","4.9","30","24","12","5",,,"0","0","0","18","0","38",,,"0.71","85","163","163","1.87",,"60.5","70.2","50.8",,,"250","240",,"23.0","36"
"USW00026435","1999-08","4.0","41","11","7","0",,,"0","2","0","9","0","30",,,"0.04","83","434","271","0.16",,"56.6","67.2","45.9",,,"140","120",,"25.9","34"
"USW00026435","1999-09","6.0","41","0","12","4",,,"0","15","0","0","0","12",,,"0.41","68","1049","615","1.29",,"44.5","55.3","33.8",,,"180","190",,"23.9","31"
"USW00026435","1999-10","4.0","41","0","13","1",,,"7","29","22","0","0","-10",,,"0.11","47","2432","1383","0.53",,"18.9","25.5","12.3",,,"30","80",,"19.9","26"
"USW00026435","1999-11","3.8","41","0","3","1",,,"25","30","30","0","0","-33",,,"0.19","27","4499","2067","0.23",,"-3.9","4.5","-12.3",,,"70","70",,"23.0","31"
"USW00026435","1999-12","3.4","41","0","8","0",,,"27","30","29","0","0","-58",,,"0.08","43","6803","2304","0.29",,"-11.8","-3.3","-20.3",,,"70","60",,"23.0","33"
"USW00026435","2000-01","4.7",,,"11","4",,,,,,,,,,,"0.74",,,,"1.33",,,,,,,"70","190",,"19.9","26"
"USW00026435","2000-02","3.4",,"0","1","1",,,"21","29","28","0","0","-24",,,"0.11","42",,"1712","0.11",,"6.0","18.1","-6.2",,,"180","170",,"32.0","39"
"USW00026435","2000-03","6.5",,"0","4","0",,,"10","31","18","0","0","-22",,,"0.02","45",,"1511","0.06",,"16.3","28.3","4.2",,,"70","80",,"23.9","32"
"USW00026435","2000-04","6.0",,"0","1","0",,,"4","27","5","0","0","-8",,,"0.03","55",,"1021","0.03",,"29.8","41.3","18.3",,,"190","10",,"21.9","29"
"USW00026435","2000-05","6.0",,"0","7","1",,,"0","15","0","0","0","20",,,"0.14","63",,"657","0.27",,"43.1","53.8","32.4",,,"80","80",,"23.9","30"
"USW00026435","2000-06","5.4",,"4","6","1",,,"0","0","0","20","0","37",,,"0.11","83",,"167","0.25",,"59.6","72.2","46.9",,,"120","90",,"25.1","33"
"USW00026435","2000-07","4.5",,"1","16","7",,,"0","0","0","16","0","37",,,"0.52","78","210","210","2.31",,"58.3","68.1","48.5",,,"180","200",,"25.1","32"
"USW00026435","2000-08","5.6",,"0","22","13",,,"0","1","0","3","0","31",,,"0.92","77","662","452","5.44",,"50.4","58.7","42.1",,,"190","190",,"25.1","31"
"USW00026435","2000-09","4.9",,"0","12","7",,,"0","15","0","0","0","17",,,"0.55","57","1395","733","1.95",,"40.6","48.7","32.4",,,"70","220",,"17.9","31"
"USW00026435","2000-10","5.4",,"0","0","0",,"0","1","31","19","0","0","-5",,"0.0","0.00","44","2728","1333","0.00","0.0","22.0","30.7","13.3",,,"80","80",,"21.0","29"
"USW00026435","2000-11","5.8",,"0","2","1",,"1","13","30","23","0","0","-12",,"5.0","0.25","35","4293","1565","0.34","6.0","12.8","21.2","4.5",,,"70","80",,"25.1","33"
"USW00026435","2000-12","7.6",,"0","0","0",,"0","15","31","29","0","0","-38",,"0.7","0.00","33","5984","1692","0.00","0.7","8.4","18.1","-1.4",,,"90","90",,"31.1","41"
"USW00026435","2001-01","7.4","0","0","3","0",,"0","12","31","26","0","0","-23",,"0.8","0.01","45","7593","1609","0.04","1.5","13.1","21.5","4.7",,,"70","80",,"28.0","37"
"USW00026435","2001-02","5.8","0","0","1","1",,"1","15","27","24","0","0","-23",,"3.0","0.13","41","9071","1477","0.13","3.0","10.3","20.6","0.0",,,"90","100",,"28.0","38"
"USW00026435","2001-03","5.8","0","0","2","1",,"2","15","30","31","0","0","-27",,"5.0","0.32","32","10795","1724","0.34","8.3","7.7","19.2","-3.7",,,"60","60",,"23.9","33"
"USW00026435","2001-04","6.5","0","0","0","0","0","0","2","29","2","0","0","-14","0","0.0","0.00","54","11812","1017","0.00","0.0","31.1","41.3","20.9",,,"190","210",,"21.9","28"
"USW00026435","2001-05","5.8","0","0","11","4",,,"0","18","2","0","0","9",,,"0.39","69","12514","701","0.96",,"42.4","53.1","31.7",,,"20","30",,"25.9","36"
"USW00026435","2001-06","4.7","5","5","8","1",,,"0","0","0","19","0","36",,,"0.10","81","12703","189","0.33",,"58.9","71.4","46.3",,,"30","30",,"19.9","28"
"USW00026435","2001-07","4.5","10","5","16","9",,,"0","0","0","12","0","38",,,"0.51","79","200","200","2.86",,"58.7","67.3","50.1",,,"160","250",,"19.9","25"
"USW00026435","2001-08","4.9","10","0","15","4",,,"0","0","0","5","0","38",,,"0.35","75","488","288","1.18",,"55.7","65.4","46.0",,,"200","240",,"19.9","29"
"USW00026435","2001-09","4.3","10","0","7","0",,,"0","17","0","0","0","21",,,"0.04","68","1057","569","0.15",,"46.0","58.9","33.2",,,"160","180",,"19.9","26"
"USW00026435","2001-10","5.4","10","0","11","2",,,"6","27","21","0","0","-14",,,"0.19","59","2406","1349","0.54",,"21.5","28.6","14.4",,,"70","70",,"21.9","30"
"USW00026435","2001-11","3.6","10","0","1","0",,,"23","30","30","0","0","-26",,,"0.02","27","4331","1925","0.02",,"0.8","9.7","-8.1",,,"70","90",,"23.9","33"
"USW00026435","2001-12","4.5","10","0","2","0",,,"27","31","28","0","0","-45",,,"0.02","40","6597","2266","0.03",,"-8.1","2.6","-18.7",,,"90","60",,"23.0","30"
"USW00026435","2002-01","4.7","0","0","11","0",,,"16","30","26","0","0","-48",,,"0.04","39","8419","1823","0.24",,"4.2","12.9","-4.4","0",,"70","80",,"23.9","31"
"USW00026435","2002-02","5.6","0","0","2","0",,,"19","25","24","0","0","-30",,,"0.02","40","10003","1583","0.04",,"1.7","12.7","-9.3",,,"80","80",,"25.1","33"
"USW00026435","2002-03","7.6","0","0","2","0",,,"11","30","22","0","0","-24",,,"0.02","38","11504","1501","0.03",,"15.0","26.1","3.8",,,"90","90",,"31.1","40"
"USW00026435","2002-04","5.8","0","0","13","7",,,"6","26","10","0","0","-10",,,"0.76","59","12638","1133","2.93",,"25.9","36.7","15.1",,,"260","260",,"25.1","43"
"USW00026435","2002-05","6.7","10","10","8","3",,,"0","11","0","9","0","19",,,"0.24","84","13126","488","0.74",,"49.6","61.8","37.4","0",,"70","250",,"23.0","31"
"USW00026435","2002-06","4.7","11","0","19","5",,,"0","1","0","16","0","30",,,"0.25","79","13378","252","1.30",,"56.6","68.3","44.9",,,"190","180",,"23.0","33"
"USW00026435","2002-07","4.0","16","5","12","9",,,"0","0","0","20","0","39",,,"0.69","82","157","157","3.55",,"60.1","70.9","49.3",,,"240","240",,"23.0","33"
"USW00026435","2002-08","4.0","17","1","15","7",,,"0","1","0","5","0","30",,,"0.84","84","533","376","2.89",,"52.9","62.2","43.6",,,"90","90",,"29.1","40"
"USW00026435","2002-09","5.1","17","0","14","4",,,"0","8","0","0","0","26",,,"0.66","66","1106","572","1.31",,"45.9","55.4","36.5","0",,"70","50",,"23.0","31"
"USW00026435","2002-10","6.7","17","0","9","3",,,"0","21","5","0","0","12",,,"0.21","47","2074","969","0.76",,"32.7","38.9","26.5",,,"80","220",,"21.9","32"
"USW00026435","2002-11","5.8","17","0","1","0",,,"4","29","15","0","0","-3",,,"0.01","42","3352","1278","0.01",,"20.6","27.6","13.7",,,"90","90",,"28.0","35"
"USW00026435","2002-12","4.7","17","0","3","1",,,"14","31","30","0","0","-36",,,"0.10","36","5142","1790","0.12",,"7.3","14.0","0.5",,,"70","70",,"29.1","41"
"USW00026435","2003-01","6.7","0","0","3","1",,,"18","31","31","0","0","-47",,,"0.17","29","7099","1957","0.23",,"1.8","11.2","-7.5",,,"80","80",,"29.1","39"
"USW00026435","2003-02","3.4","0","0","7","3",,,"13","28","21","0","0","-24",,,"0.20","51","8590","1491","0.60",,"11.8","22.0","1.5",,,"150","140",,"21.0","28"
"USW00026435","2003-04",,,,"3","0",,,,,,,,,,,"0.06",,,,"0.09",,,,,,,,,,,
"USW00026435","2003-05","6.5",,"0","6","3",,,"0","13","0","2","0","22",,,"0.22","75",,"533","0.65",,"45.9","58.6","33.3",,,"190","150",,"28.0","37"
"USW00026435","2003-06","4.9",,,"6","4",,,,,,,,,,,"0.52",,,,"1.57",,,,,,,"180","200",,"23.0","33"
"USW00026435","2003-07","4.9",,,,,,,,,,,,,,,,,,,,,,,,,,"180","180",,"23.9","31"
"USW00026435","2003-08","4.3",,"0","17","6",,,"0","0","0","7","0","36",,,"0.53","81",,"299","2.42",,"54.3","64.3","44.4",,,"260","230",,"17.0","23"
"USW00026435","2003-09","5.1",,"0","5","4",,,"0","19","0","0","0","20",,,"0.65","68",,"718","1.52",,"41.1","50.1","32.0","0",,"70","70",,"21.0","28"
"USW00026435","2003-11","6.7",,"0","12","5",,,"9","25","19","0","0","-28",,,"0.26","36",,"1332","1.09",,"11.7","17.2","6.3",,,"70","70",,"23.9","33"
"USW00026435","2003-12","3.6",,"0","5","1",,,"27","31","31","0","0","-44",,,"0.13","25",,"2254","0.33",,"-7.7","1.9","-17.3","0",,"70","80",,"23.9","32"
"USW00026435","2004-01","6.3","0","0","4","0",,,"29","31","31","0","0","-52",,,"0.05","12",,"2331","0.09",,"-10.2","-2.1","-18.3",,,"80","90",,"40.0","52"
"USW00026435","2004-02","4.3","0","0","4","1",,,"24","29","27","0","0","-27",,,"0.11","51",,"1810","0.24",,"2.6","13.3","-8.2","0",,"140","150",,"25.1","33"
"USW00026435","2004-03","5.4","0","0","6","0",,,"20","31","26","0","0","-30",,,"0.06","43",,"1878","0.13",,"4.4","17.0","-8.2",,,"70","80",,"21.9","30"
"USW00026435","2004-04","6.3","0","0","3","0",,,"3","23","3","0","0","-22",,,"0.02","61",,"888","0.05",,"35.4","46.3","24.5",,,"60","70",,"25.9","33"
"USW00026435","2004-05","5.1","0","0","18","9",,,"0","3","0","7","0","29",,,"0.63","76",,"407","2.84",,"51.9","62.5","41.3",,,"160","40",,"25.1","31"
"USW00026435","2004-06","4.5","55","55","8","1",,,"0","0","0","24","0","43",,,"0.24","87",,"72","0.56",,"64.4","75.9","53.0",,,"180","170",,"30.0","36"
"USW00026435","2004-07","5.1","87","32","20","8",,,"0","0","0","27","0","47",,,"0.78","87","60","60","2.67",,"64.1","74.8","53.3",,,"130","130",,"23.0","31"
"USW00026435","2004-08","3.1","105","18","7","1",,,"0","0","0","21","0","33",,,"0.73","83","233","173","0.80",,"60.0","72.3","47.7",,,"30","220",,"16.1","25"
"USW00026435","2004-09","5.6","105","0","11","5",,,"0","22","0","0","0","18",,,"0.39","60","1051","818","1.69",,"37.7","47.0","28.5","0",,"70","70",,"25.9","32"
"USW00026435","2004-10","6.3","105","0","15","5",,,"0","30","11","0","0","7",,,"0.95","56","2142","1091","1.70",,"29.8","35.7","23.9",,,"60","60",,"25.9","32"
"USW00026435","2004-11","7.6","105","0","12","1",,,"13","30","30","0","0","-11",,,"0.11","32","3785","1643","0.49",,"10.2","17.6","2.9",,,"70","90",,"25.9","33"
"USW00026435","2004-12","4.9","105","0","11","2",,,"26","31","30","0","0","-37",,,"0.20","34","5888","2103","0.70",,"-2.8","5.4","-11.1",,,"70","60",,"29.1","37"
"USW00026435","2005-01","6.9","0","0","9","5",,,"21","31","30","0","0","-53",,,"0.37","33","7929","2040","1.21",,"-0.8","10.5","-12.2","0",,"60","50",,"30.0","37"
"USW00026435","2005-02","5.1","0","0","8","1",,,"17","27","26","0","0","-44",,,"0.10","34","9570","1641","0.26",,"2.6","16.5","-11.4",,,"60","60",,"25.1","29"
"USW00026435","2005-03","6.9","0","0","5","0",,,"7","31","21","0","0","-17",,,"0.07","40","11045","1475","0.18",,"17.4","27.2","7.6",,,"60","60",,"32.0","43"
"USW00026435","2005-04","5.6","0","0","6","0",,,"1","27","7","2","0","-6",,,"0.08","73","12079","1034","0.22",,"30.5","44.0","17.1",,,"190","200",,"28.0","36"
"USW00026435","2005-05","5.6","0","0","6","2",,,"0","1","0","14","0","30",,,"0.46","74","12377","298","0.94",,"54.7","67.0","42.4",,,"70","70",,"25.9","35"
"USW00026435","2005-06","4.7","18","18","13","3",,,"0","0","0","18","0","41",,,"0.20","84","12523","146","1.01",,"60.7","71.9","49.6",,,"70","70",,"25.9","33"
"USW00026435","2005-07","4.9","18","0","17","7",,,"0","0","0","23","0","36",,,"1.36","80","126","126","2.99",,"60.9","71.7","50.2",,,"220","230",,"25.1","35"
"USW00026435","2005-08","3.8","21","2","11","4",,,"0","1","0","12","0","30",,,"0.35","84","386","260","0.98",,"56.7","67.6","45.8",,,"180","170",,"25.9","32"
"USW00026435","2005-09","5.8","21","0","17","4",,,"0","5","0","0","0","26",,,"0.51","63","943","558","1.56",,"46.4","53.5","39.3",,,"60","220",,"25.9","36"
"USW00026435","2005-10","4.5","21","0","5","1",,,"0","27","15","0","0","9",,,"0.19","50","2045","1101","0.32",,"28.3","33.7","22.9",,,"70","60",,"28.0","35"
"USW00026435","2005-11","2.7",,,"9","3",,,,,,,,,,,"0.30",,,,"0.89",,,,,,,"70","80",,"17.9","25"
"USW00026435","2005-12","3.6",,"0","9","0",,,"19","28","28","0","0","-39",,,"0.07","37",,"1686","0.21",,"4.3","14.8","-6.2",,,"70","60",,"23.9","32"
"USW00026435","2006-01","0.9",,,"13","1",,,,,,,,,,,"0.19",,,,"0.37",,,,,,,"50","210",,"13.0","29"
"USW00026435","2006-02","9.4",,"0","10","3",,,"10","28","20","0","0","-44",,,"0.23","45",,"1452","0.78",,"13.2","21.9","4.4",,,"80","80",,"35.1","47"
"USW00026435","2006-03","7.2",,"0","6","1",,,"20","31","30","0","0","-41",,,"0.15","41",,"1833","0.24",,"5.9","17.3","-5.6",,,"80","70",,"25.9","33"
"USW00026435","2006-04","5.6",,"0","0","0",,,"0","30","6","0","0","0",,,"0.00","51",,"1118","0.00",,"27.7","38.4","17.1",,,"80","90",,"23.9","44"
"USW00026435","2006-05","5.6",,"0","0","0",,,"0","13","0","4","0","23",,,"0.00","77",,"501","0.00",,"48.8","62.1","35.5",,,"190","210",,"23.0","33"
"USW00026435","2006-06","5.6",,"0","9","3",,,"0","3","0","17","0","24",,,"0.32","78",,"216","0.85",,"57.8","68.9","46.7",,,"200","170",,"31.1","40"
"USW00026435","2006-07","4.0",,"2","16","6",,,"0","0","0","14","0","43",,,"0.70","80","155","155","2.16",,"60.1","69.0","51.1",,,"220","230",,"18.1","26"
"USW00026435","2006-08","4.0",,"0","17","10",,,"0","0","0","6","0","34",,,"0.73","73","504","349","2.56",,"53.7","63.0","44.5",,,"70","70",,"19.9","24"
"USW00026435","2006-09","5.4",,"0","5","1",,,"0","5","0","0","0","27",,,"0.42","69","964","460","0.57",,"49.7","59.6","39.7",,,"70","90",,"23.9","30"
"USW00026435","2006-10","6.3",,"0","9","1",,,"1","26","11","0","0","-6",,,"0.12","67","1992","1028","0.53",,"31.8","38.2","25.4",,,"160","160",,"31.1","45"
"USW00026435","2006-11","5.4",,"0","4","0",,,"25","30","30","0","0","-31",,,"0.04","24","4122","2131","0.07",,"-6.0","1.7","-13.7",,,"70","80",,"35.1","43"
"USW00026435","2006-12","5.6",,"0","10","2",,,"21","31","29","0","0","-30",,,"0.15","34","6078","1956","0.54",,"1.9","10.9","-7.1",,,"80","80",,"31.1","40"
"USW00026435","2007-01","5.8","0","0","17","1",,,"22","30","28","0","0","-46",,,"0.16","38","8143","2065","0.54",,"-1.6","7.2","-10.5",,,"70","80",,"25.9","36"
"USW00026435","2007-02","5.1","0","0","5","0",,,"21","28","26","0","0","-44",,,"0.08","36","10041","1897","0.13",,"-2.8","7.8","-13.3",,,"70","70",,"25.9","38"
